COMSOL CHECK  |  FORMAT: freq_input 	 freq_out1 	 freq_out2 
513.2592	2.231-0.52728i	517.8482+0.09731912i
513.6986	2.091-0.42073i	518.2912+0.09724235i
514.1388	2.3039-0.10075i	518.7354+0.0971873i
514.5798	2.8689-0.12884i	519.1809+0.09715407i
515.0215	2.2672-0.032265i	519.6273+0.09666538i
515.4639	2.4099-0.42605i	520.0477+0.06177793i
515.9071	2.2768+0.18644i	520.4909+0.06211851i
516.3511	2.5047-0.070723i	520.9564+0.06230591i
516.7959	2.71-0.18248i	521.402+0.06251072i
517.2414	2.8841-0.22017i	521.8486+0.06286688i
517.6877	3.0015-0.078593i	522.2964+0.06336747i
518.1347	2.6107-0.40784i	522.7452+0.06359557i
518.5825	2.9957-0.38846i	523.1952+0.06396784i
519.0311	2.7988+0.073184i	523.6677+0.0639645i
519.4805	2.7523-0.020621i	524.12+0.06441126i
519.9307	3.1241-0.52095i	524.5736+0.06478946i
520.3816	2.7967-0.24488i	525.0282+0.06510612i
520.8333	2.8223+0.20668i	525.484+0.06535346i
521.2858	2.8405-0.693i	525.941+0.06574517i
521.7391	2.7973+0.078373i	526.3992+0.06606726i
522.1932	2.876-0.53381i	526.8586+0.06631934i
522.6481	2.7125-0.33622i	527.3192+0.06671585i
523.1037	2.6635-0.21061i	527.7808+0.06704953i
523.5602	2.7482-0.19914i	528.2438+0.067305i
524.0175	2.6036+0.3778i	528.708+0.06748933i
524.4755	2.63+0.052292i	529.1517+0.0681534i
524.9344	2.7848-0.39437i	529.6182+0.06841237i
525.394	2.9455-0.38696i	530.0858+0.06882343i
525.8545	2.9224+0.016659i	530.5548+0.0689385i
526.3158	3.0454-0.20109i	531.025+0.06919777i
526.7779	3.0445+0.10794i	531.4964+0.0696016i
527.2408	1.1824+0.013301i	531.9473+0.07005403i
527.7045	3.0351-0.3309i	532.4211+0.0703139i
528.169	3.1142-0.50074i	532.8962+0.07071835i
528.6344	2.8065+0.098919i	533.3725+0.0708236i
529.1005	2.997+0.21091i	533.8282+0.07142659i
529.5675	2.8919-0.26901i	534.307+0.07160367i
530.0353	3.0869-0.027275i	534.787+0.07192514i
530.504	3.089-0.59009i	535.2465+0.07251576i
530.9735	2.9958-0.31444i	535.7291+0.07268175i
531.4438	3.477-0.2272i	536.213+0.07277223i
531.9149	3.2837-0.024036i	536.6761+0.07336396i
532.3869	3.099-0.17225i	537.1625+0.07351684i
532.8597	3.0399-0.24284i	537.6281+0.0741749i
533.3333	3.2384-0.14541i	538.117+0.07439769i
533.8078	3.3909-0.48351i	538.5852+0.07490064i
534.2832	3.0462-0.11544i	539.0768+0.07495571i
534.7594	2.9536-0.18405i	539.5476+0.07552338i
535.2364	2.8843+0.023746i	540.0417+0.07564671i
535.7143	3.1823-0.21317i	540.515+0.07605653i
536.193	3.3135-0.42004i	541.0117+0.0762397i
536.6726	3.1019+0.073989i	541.4876+0.07671284i
537.1531	2.9786-0.52688i	541.9871+0.07694758i
537.6344	3.0123+0.15906i	542.4655+0.07748371i
538.1166	3.0816-0.18984i	542.9453+0.07793632i
538.5996	3.0366-0.46784i	543.4487+0.07792837i
539.0836	3.1124-0.35928i	543.9312+0.07843464i
539.5683	3.1616-0.046125i	544.4148+0.07887237i
540.054	3.2435+0.10153i	544.9224+0.07882649i
540.5405	3.0209-0.19658i	545.4088+0.07931673i
541.028	3.0195+0.070418i	545.8966+0.07971341i
541.5162	3.2322-0.096787i	546.3856+0.08026582i
542.0054	3.1983-0.056017i	546.876+0.08072416i
542.4955	3.0553-0.33601i	547.3905+0.08069496i
542.9864	3.548-0.12382i	547.8836+0.08098562i
543.4783	3.474+0.0305i	548.3782+0.08140734i
543.971	3.3876-0.39206i	548.874+0.08174955i
544.4646	3.3309-0.15471i	549.3712+0.08223097i
544.9591	3.513-0.14724i	549.8699+0.08262422i
