COMSOL CHECK  |  FORMAT: freq_input 	 freq_out1 	 freq_out2 
757	2.3161+0.19028i	757.024-0.000754152i
758	2.004+0.049358i	758.0034-0.0003562258i
759	1.1036+0.045387i	758.9901+0.0003580375i
760	1.087-0.19582i	759.9841+0.0004188789i
761	1.8553+0.45315i	760.9857+0.0007452628i
762	1.3563-0.10414i	761.995+0.0003549769i
763	1.5002-0.021375i	763.0124-0.0003082813i
764	2.1307+0.044924i	763.9895+0.000636927i
765	2.2026-0.047243i	765.0232-0.001134833i
766	1.3043+0.050474i	766.0166-0.000832808i
767	1.0754+0.11491i	767.0183-0.0008922597i
768	1.0879+0.073683i	768.0287-0.001350962i
769	1.7464+0.1155i	768.9981+0.000292312i
770	2.2214+0.26617i	770.0262-0.001055521i
771	0.78768+0.18103i	771.0133-0.0003252541i
772	1.5898+0.034203i	772.0094-0.0006078602i
773	1.1314+0.013369i	773.0149-0.0004296624i
774	1.5103+0.036126i	774.0299-0.001358107i
775	1.3494-0.0066272i	775.0034-0.00020807i
776	0.96494-0.014461i	775.9865+0.0003058504i
777	0.81701-0.019094i	776.9795+0.0006512649i
778	1.2176+0.11545i	777.9827+0.0007812545i
779	2.7859+0.29781i	778.9964+0.0001195681i
780	1.141+0.11233i	780.0209-0.0008651299i
781	2.5962-0.1391i	781.0032-0.0003534682i
782	2.6231+0.27713i	781.9964+0.0003214215i
783	0.085966-1.485i	783.0009+3.176087e-05i
784	0.76435-0.029324i	784.0168-0.000751556i
785	1.5162-0.097271i	784.9902+0.0004564931i
786	2.2241+0.47311i	786.0074-0.0003033959i
787	2.0589-1.6882i	786.9979-3.329573e-05i
788	1.3575+0.18244i	788.0049-0.0002540596i
789	2.2957+0.068516i	789.0289-0.00176983i
790	0.97814+0.41616i	790.0143-0.0007820885i
791	1.2441+0.0016918i	791.0172-0.0008814874i
792	1.8822-0.014743i	791.9812+0.0007736533i
793	2.044-0.039172i	793.0209-0.001134543i
794	1.3272+0.035767i	794.0222-0.001125878i
795	1.3033-0.0072693i	794.9846+0.0007748645i
