COMSOL CHECK  |  FORMAT: freq_input 	 freq_out1 	 freq_out2 
816	0.47549+1.7737i	816.8836-0.5517205i
817	0.47534+0.16949i	817.8956-0.6227402i
818	1.9813-1.1918i	818.9007-0.6999697i
819	0.25561-1.4261i	819.9055-0.7916138i
820	0.57634-0.08011i	820.8972-0.8920491i
821	1.1721-0.19977i	821.8787-1.013311i
822	0.89436-0.17402i	822.8488-1.144538i
823	0.99957+0.053018i	823.7883-1.302972i
824	0.61431+0.043092i	824.7048-1.466899i
825	0.87288+0.22279i	825.5865-1.645717i
826	0.9819-0.0060422i	826.4151-1.849165i
827	0.32662-1.9617i	827.1805-2.060107i
828	0.66735-0.016189i	827.8645-2.274833i
829	0.79037-1.2545i	828.456-2.465521i
830	0.8731-1.4629i	828.9357-2.626372i
831	1.2423+0.14126i	829.2632-2.741414i
832	1.643+2.2118i	829.408-2.737325i
833	1.0749-0.32327i	829.3778-2.583899i
834	1.7436+1.7336i	829.1385-2.187983i
835	2.0206-0.16108i	828.663-1.479544i
836	1.5915+0.87982i	827.9661-0.3413971i
837	0.51932+2.5192i	827.0629+1.352726i
838	1.7645+0.036053i	826.0261+3.747849i
839	1.77+2.5537i	824.919+6.956724i
840	1.3763+0.239i	823.8742+11.16908i
841	0.99282+2.8868i	823.0355+16.52868i
842	3.4128+0.27661i	822.6139+23.0906i
843	3.1328-0.33614i	822.9227+31.03362i
844	0.93282-1.3708i	824.2219+40.26242i
845	3.1351-1.1632i	826.8989+50.81455i
846	1.3985+2.3429i	831.331+62.50088i
847	2.6349-0.41925i	839.5481+77.82331i
848	2.0428+2.0843i	852.9761+95.31371i
849	2.9316-0.27937i	871.2043+112.141i
850	3.6958+0.21828i	893.691+127.001i
851	4.65-0.47573i	919.5171+139.038i
852	0.27059-2.0809i	948.273+146.5882i
853	4.5602+0.025045i	977.656+150.8781i
854	3.7397+1.5222i	1007.2039+151.10728i
855	2.55+2.3732i	1035.9214+148.03453i
856	3.1296-1.1365i	1063.2241+142.57799i
857	1.6476-1.7701i	1088.4952+136.34246i
858	3.2678-1.545i	1112.4316+128.61781i
859	3.3106+1.7891i	1134.3853+121.37649i
860	2.4109-1.3132i	1155.3607+113.58526i
861	1.8601-2.5727i	1174.8406+106.80256i
862	0.51192+1.8461i	1193.5912+100.34264i
863	3.7121-0.20272i	1211.3553+95.412942i
864	2.3783-1.2605i	1228.3713+92.350441i
865	1.3557+2.254i	1245.4862+89.834103i
866	1.7317-0.99994i	1262.137+89.907434i
867	1.591+2.2008i	1278.7148+92.263534i
868	2.8937+1.8233i	1296.3365+95.916136i
869	2.3553-0.39089i	1314.0339+102.90683i
870	2.9966+1.2435i	1333.161+112.04479i
871	1.9085-0.5678i	1353.7263+123.87218i
872	3.4422+0.72964i	1375.9195+138.99016i
873	3.4024-0.50281i	1400.8603+156.63169i
874	1.4294-3.8107i	1428.16+177.77935i
875	1.6367+1.3031i	1459.2252+201.78114i
876	3.9692-1.9457i	1498.4649+234.01383i
877	2.8713+3.1623i	1545.3668+273.27418i
878	1.0403+4.2906i	1599.8726+317.10699i
879	2.6108+1.3219i	1663.5983+364.48587i
880	0.0053709-0.0066459i	1.5451+2.5436i
881	0.0095652+0.0014922i	2.383-0.40404i
882	0.007088-0.0087235i	1.5156+1.21i
883	0.0058949-0.0023703i	3.0277+0.14117i
884	0.0038395-0.0064898i	2.0089+1.1248i
885	0.0029774+0.0061626i	0.54559+2.2044i
886	0.0067569+0.0035859i	0.4762-1.7004i
887	0.018433+7.449e-05i	0.36002-0.48935i
888	0.0074084-0.0041234i	0.92161-0.55404i
889	0.0027015-0.0079334i	0.86549+0.059914i
890	0.006818+0.0029437i	0.077783+0.75923i
891	0.0023937+0.0039601i	0.66859+0.6396i
892	0.0020074+0.0026269i	0.6901+0.74211i
893	0.0022469+0.0021291i	0.57026+0.66632i
894	0.0058167-0.0016978i	0.12005-0.313i
895	0.001007+0.0043028i	0.33868+0.083969i
896	0.00070681+0.003706i	0.28967+0.047106i
897	0.0024532-0.00055047i	0.040252-0.30155i
898	0.0012149+0.0030064i	0.11917+0.012842i
899	0.00056073+0.0019046i	0.051253-0.1202i
900	0.0010767-0.0020215i	0.051924+0.087312i
901	0.0033906-0.00072495i	0.063716+0.0085724i
902	0.0015866+0.0022178i	0.012757-0.045957i
903	0.00011935+0.0021181i	0.031707-0.035318i
904	0.0014431+0.0032889i	0.03205+0.0050324i
905	0.00069871+0.01881i	0.0024671+0.0035087i
906	0.002719+0.0031066i	0.014519-0.010405i
907	0.0016977+0.019373i	0.002796+0.0016555i
908	0.0020257-0.00093387i	0.054843-0.022193i
909	0.00090488+0.0054087i	0.021538+0.02601i
910	0.0029379-0.0021333i	0.056828-0.0094965i
911	0.003738-0.0029724i	0.041032+2.901e-05i
912	0.00050155+0.0014992i	0.010852-0.10857i
913	0.0014622+0.002659i	0.051612-0.055638i
914	0.0032549+0.0040899i	0.069787-0.0135i
915	0.0020075+0.096818i	0.0044153-0.0033483i
916	0.0030718-0.0041493i	0.061839-0.13434i
917	0.0034442-0.0049109i	0.09479-0.15051i
918	0.0017927+0.0062002i	0.22311+0.0043136i
919	0.0056502-0.0027027i	0.077169-0.29006i
920	0.0024886+0.0074773i	0.29396+0.060714i
921	0.0027904-0.0059306i	0.38356-0.20293i
922	0.0057973+0.0048438i	0.27785+0.32229i
